type,amount,oldbalanceOrg,newbalanceOrig,isFraud,Fraud_Status
0.75,0.000550122,0,0,1,Fraud
1,0.038198137,0.020180292,0,0,No Fraud
0.25,0.000683349,0.000361017,0,0,No Fraud
0.25,0.004063196,0.00214661,0,0,No Fraud
1,0.004661175,0.002462525,0,0,No Fraud
0,0.00945253,0.056795219,0.074250271,1,Fraud
0.25,0.021272118,0.01123818,0,0,No Fraud
0.25,0.002214956,0.001170174,0,0,No Fraud
0.75,0.000194194,0,0,1,Fraud
0.75,0.000385352,0.013316648,0.015757625,1,Fraud
0.75,0.000247904,0.008350972,0.009877761,1,Fraud
0.25,0.007074344,0.003737416,0,0,No Fraud
0.25,0.020647623,0.010908256,0,0,No Fraud
0.75,0.000304883,0,0,1,Fraud
1,0.033975176,0.017949277,0,0,No Fraud
0.75,0.000566462,0,0,1,Fraud
1,0.037847308,0.019994947,0,0,No Fraud
1,0.021235453,0.01121881,0,0,No Fraud
1,0.00623442,0.00329368,0,0,No Fraud
0.25,0.010172002,0,0,1,Fraud
0,0.006188342,0.000473122,0.004497213,1,Fraud
0.75,0.000264121,0.000706285,0.000681046,1,Fraud
0.25,0.001632691,0.000345892,0,1,Fraud
1,0.004169788,0.002202923,0,0,No Fraud
1,0.007607389,0.004019026,0,0,No Fraud
1,0.025858177,0.013661021,0,0,No Fraud
1,0.031804168,0.016802322,0,0,No Fraud
1,0.004701942,0.001011932,0,1,Fraud
0.25,0.005085552,0.002686726,0,0,No Fraud
0.25,0.012939374,0.006835944,0,0,No Fraud
1,0.015760554,0.00832639,0,0,No Fraud
1,0.019079901,0,0,1,Fraud
0.25,0.199330665,0.105307517,0,0,No Fraud
1,0.004607353,0.002434091,0,0,No Fraud
0.25,0.224533503,0.118622319,0,0,No Fraud
1,0.067753034,8.47E-05,0,1,Fraud
0.75,0.000785044,0,0,1,Fraud
0.25,0.003548538,0,0,1,Fraud
0.25,0.036213953,0.019132036,0,0,No Fraud
0,0.0031711,0.099195526,0.121213834,1,Fraud
0.25,0.055675206,0.029413526,0,0,No Fraud
0.25,0.003152499,0,0,1,Fraud
1,0.058885972,0.004052473,0,1,Fraud
1,0.030353635,0.016035997,0,0,No Fraud
1,0.005115031,0.0027023,0,0,No Fraud
0.25,0.003396725,0,0,1,Fraud
0.75,0.000636121,0,0,1,Fraud
0.25,0.007479838,0.003951641,0,0,No Fraud
0.75,0.000431144,0.001679784,0.00174484,1,Fraud
0.75,0.000530513,0,0,1,Fraud
1,0.041967231,0.022171526,0,0,No Fraud
0.75,0.001620893,0.004186034,0.004001222,1,Fraud
0.75,0.000808868,0.000606595,0.000215419,1,Fraud
1,0.004711229,0.002488969,0,0,No Fraud
1,0.317670952,0,0,1,Fraud
0.25,0.119912718,0.063350567,0,0,No Fraud
1,0.000675978,0.000357123,0,0,No Fraud
0.75,0.00026424,0.000313648,0.00020915,1,Fraud
0.25,0.065213133,0.034452467,0,0,No Fraud
0.25,0.001187904,0.000627576,0,0,No Fraud
0.25,0.001401348,0.000440799,0,1,Fraud
1,0.01548876,0.0081828,0,0,No Fraud
0.25,0.01548876,0.0081828,0,0,No Fraud
0.25,0.003626196,0.00191574,0,0,No Fraud
0.25,0.001526956,6.79E-05,0,1,Fraud
0,0.01088634,0.000175984,0.007122679,1,Fraud
1,0.084319479,0.044546457,0,0,No Fraud
1,0.000830831,0.000438933,0,0,No Fraud
0.25,0.006878684,0.003634047,0,0,No Fraud
0.75,0.000239691,0.000361366,0.000282076,1,Fraud
0,0.005295274,0.175082018,0.213753172,1,Fraud
1,0.000292492,0.000154525,0,0,No Fraud
0.75,0.000208067,0.000617017,0.000609362,1,Fraud
0.75,0.00049961,0,0,1,Fraud
0.25,0.004822549,0,0,1,Fraud
0.25,0.004133584,0,0,1,Fraud
1,0.023884231,0.012618174,0,0,No Fraud
1,0.006965736,0.003680038,0,0,No Fraud
0,0.008686008,0.02546401,0.036113753,1,Fraud
0,0.005289932,0.128525511,0.15780405,1,Fraud
1,0.004184723,0,0,1,Fraud
0,0.001292539,0.000805487,0.001788503,1,Fraud
0,0.006207357,0.080259257,0.100386188,1,Fraud
0,0.006777112,2.07E-05,0.004327383,1,Fraud
1,0.000796447,0.000420768,0,0,No Fraud
0.25,0.037847308,0.019994947,0,0,No Fraud
0.75,2.00E-05,0.003277549,0.003925838,1,Fraud
0.25,0.002220319,0.010161712,0.01080149,1,Fraud
1,0.033831825,0.017873544,0,0,No Fraud
0.25,0.008189603,0,0,1,Fraud
1,0.069041567,0.03647505,0,0,No Fraud
0.25,0.043959909,0.023224269,0,0,No Fraud
0.25,0.001008543,0,0,1,Fraud
0.25,0.002969691,0.001568904,0,0,No Fraud
0.75,5.65E-05,0.001902172,0.002249943,1,Fraud
0,0.0029153,0.429618493,0.518112038,1,Fraud
0.75,0.000191433,0,0,1,Fraud
0.75,0.000776106,0.000556957,0.000176569,1,Fraud
0.25,0.048911392,0.025840165,0,0,No Fraud
0.25,0.000298861,0.000120332,0,1,Fraud
0,0.003756958,0.098340141,0.120557873,1,Fraud
0,0.001130777,0.250116471,0.301276267,1,Fraud
1,0.005721579,0.003022742,0,0,No Fraud
1,0.012506679,0.006607349,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.004403741,0,0,1,Fraud
1,0.070603767,0.037300369,0,0,No Fraud
0.25,0.013414025,0.007086705,0,0,No Fraud
0,7.37E-05,0.001591524,0.001959259,1,Fraud
1,0.031372916,0.016574489,0,0,No Fraud
0.25,0.002732037,0.00144335,0,0,No Fraud
1,0.047805359,0.025255841,0,0,No Fraud
0.25,0.081879341,0.043257319,0,0,No Fraud
0,0.004496773,0.000156382,0.003042701,1,Fraud
0,0.005260309,0.006766946,0.011471174,1,Fraud
0.75,0.000260932,0.005861259,0.006877669,1,Fraud
0.25,0.023259815,0.012288292,0,0,No Fraud
1,0.010208527,0.011912312,0.007833818,1,Fraud
0.25,0.004763153,0.00041925,0,1,Fraud
0.25,0.011327916,0.000191474,0,1,Fraud
0.25,0.006583671,0.002588989,0,1,Fraud
0,0.002770723,0.141636119,0.171959399,1,Fraud
0.25,0.003626838,0.001916079,0,0,No Fraud
1,0.004558598,0.002408333,0,0,No Fraud
0.25,0.001175987,0.000621281,0,0,No Fraud
0.25,0.009965256,0.005264701,0,0,No Fraud
1,0.317670952,0.320732928,0.183742604,0,No Fraud
0.75,0.000548357,1.81E-05,0,1,Fraud
0.25,0.001044248,0.000551682,0,0,No Fraud
0.25,0.004642195,1.60E-05,0,1,Fraud
1,0.019904326,0.000189527,0,1,Fraud
0.75,0.000263405,0.001310362,0.001407405,1,Fraud
0.25,0.040952307,0.021635335,0,0,No Fraud
0.75,0.001209255,0.001210186,0.000686553,1,Fraud
0.75,0.000486382,0.002690122,0.002923869,1,Fraud
1,0.121733362,0.064312423,0,0,No Fraud
0,0.004367742,0.000518243,0.003395624,1,Fraud
0.25,0.00432812,0.00228657,0,0,No Fraud
0.25,0.002763009,0.00029113,0,1,Fraud
0.75,9.92E-05,0.000839741,0.000946107,1,Fraud
0.25,0.002489015,0.000341462,0,1,Fraud
1,0.26453503,0.139755352,0,0,No Fraud
0.75,0.001269611,0,0,1,Fraud
0.25,0.008000002,0.004226446,0,0,No Fraud
0,0.01127954,0.004962318,0.013123915,1,Fraud
0.75,0.000547265,0.001047662,0.000911517,1,Fraud
0.25,0.019950803,0.010540122,0,0,No Fraud
1,0.033359763,0.017624152,0,0,No Fraud
0.25,0.00277168,0,0,1,Fraud
1,0.004144955,0.002189803,0,0,No Fraud
0.25,0.13116169,0.069293462,0,0,No Fraud
0.75,0.001094976,6.96E-05,0,1,Fraud
0,0.000385507,0.048800892,0.05888749,1,Fraud
0.75,0.000346487,0.000520903,0.000405987,1,Fraud
0.25,0.057567104,0.030413027,0,0,No Fraud
1,0.015178064,0.001343307,0,1,Fraud
1,0.003672253,0.001940072,0,0,No Fraud
0.75,0.000585673,0.000339968,3.67E-05,1,Fraud
1,0.008738556,0.004616629,0,0,No Fraud
0,0.002358141,0.085572451,0.104327235,1,Fraud
0.25,0.002625496,0.001387065,0,0,No Fraud
0.25,0.123245839,0.065111473,0,0,No Fraud
1,0.037014113,0.019554765,0,0,No Fraud
1,0.002299602,0.001214893,0,0,No Fraud
0.25,0.026033259,0.013753518,0,0,No Fraud
0.25,0.008020398,0.000198476,0,1,Fraud
0,0.005555746,0.078183113,0.097477664,1,Fraud
0.25,0.022633682,0.011957502,0,0,No Fraud
0.25,0.01229375,0.006494857,0,0,No Fraud
0,0.004030373,0.000277821,0.002892537,1,Fraud
0.25,0.019449142,0.010275092,0,0,No Fraud
0.25,0.005893746,0.003113699,0,0,No Fraud
0.25,0.009408047,0.004970324,0,0,No Fraud
1,0.000899294,0.000475102,0,0,No Fraud
0.25,0.01292011,0.000362876,0,1,Fraud
1,0.0061236,0.003235132,0,0,No Fraud
0.25,0,0,0,0,No Fraud
0.25,0.00910982,0.00481277,0,0,No Fraud
0.25,0.053214754,0.028113655,0,0,No Fraud
0.25,0.008391298,0,0,1,Fraud
0.25,0.004276003,0.000333859,0,1,Fraud
0.75,8.32E-05,0.002043283,0.002402549,1,Fraud
0.75,0.000432278,3.36E-06,0,1,Fraud
0.25,0.032359399,0.017095653,0,0,No Fraud
1,0.000169946,8.98E-05,0,0,No Fraud
1,0.05169743,0.027312044,0,0,No Fraud
0.25,0.021386996,0.00033406,0,1,Fraud
0.25,0.001971297,0,0,1,Fraud
1,0.049323636,0.026057955,0,0,No Fraud
0.25,0.005677293,0.001680522,0,1,Fraud
1,0.123505801,0.065248813,0,0,No Fraud
1,0.01131621,0.005978418,0,0,No Fraud
0.25,0.001095903,0.000578972,0,0,No Fraud
1,0.000197106,0.000104132,0,0,No Fraud
0.25,0.006898406,0,0,1,Fraud
1,0.02402981,0,0,1,Fraud
0,0.003140215,0.000511454,0.00260817,1,Fraud
1,0.000841232,0.000444428,0,0,No Fraud
0.75,0.000195513,0,0,1,Fraud
1,0.007068721,0.003734445,0,0,No Fraud
0.25,0.041770462,0.022067571,0,0,No Fraud
0.75,0.000745707,0,0,1,Fraud
1,0.000200256,1.36E-05,0,1,Fraud
0.75,0.000284229,0.000503877,0.000425052,1,Fraud
0.25,0.017835519,0.009422605,0,0,No Fraud
0.75,0.000188361,0,0,1,Fraud
0.25,0.002235835,0,0,1,Fraud
0.75,0.001176742,0.001335201,0.00085742,1,Fraud
1,0.006263933,0,0,1,Fraud
0.25,0.009082803,0.000118788,0,1,Fraud
0.25,0.002173744,0,0,1,Fraud
1,0.00932271,0.00492524,0,0,No Fraud
0.25,0.055912043,0.029538649,0,0,No Fraud
0,0.008080928,0.000129932,0.005286321,1,Fraud
0.25,0.005995442,0.003167426,0,0,No Fraud
0.75,8.99E-05,0,0,1,Fraud
0.75,2.74E-05,0.000203776,0.000227495,1,Fraud
1,0.049616761,0.026212815,0,0,No Fraud
0.75,0.000352924,4.80E-06,0,1,Fraud
0,0.010059271,0.000120987,0.006531525,1,Fraud
1,0.000646905,0.000341764,0,0,No Fraud
0.75,0.001874706,0,0,1,Fraud
0.25,0.020231736,0,0,1,Fraud
0.25,0.001674437,0,0,1,Fraud
0.25,0.001894886,0.001001079,0,0,No Fraud
0.25,0.000637523,0,0,1,Fraud
0.25,0.008849601,0.004675294,0,0,No Fraud
0.25,0.006341089,0.001266056,0,1,Fraud
1,0.015059272,0.007955899,0,0,No Fraud
0.25,0.002821048,0.001484702,0,1,Fraud
0.75,6.47E-05,0.000300763,0.00032036,1,Fraud
0,0.002895051,2.32E-05,0.001865777,1,Fraud
0,0.00592895,0.097070969,0.120411633,1,Fraud
0.75,3.89E-06,0.001801694,0.002162577,1,Fraud
1,0.252165747,0.133220589,0,0,No Fraud
0.25,0.001456791,0,0,1,Fraud
0.25,0.001586786,0.000838308,0,0,No Fraud
0.25,0.000188607,9.96E-05,0,0,No Fraud
0.25,0.011177033,0.00590489,0,0,No Fraud
0.25,0.000456179,0.000241002,0,0,No Fraud
0.75,8.32E-05,0.000175128,0.000157598,1,Fraud
0.75,0.001478475,0.000224127,0,1,Fraud
0.75,0.000321399,0,0,1,Fraud
0.25,0.002808976,0.001483998,0,0,No Fraud
0.75,0.00012009,0,0,1,Fraud
1,0.000149816,7.91E-05,0,0,No Fraud
0.75,0.000226322,0.002241032,0.002549309,1,Fraud
1,0.018916466,0,0,1,Fraud
0.25,0.007555117,0,0,1,Fraud
0,0.006912454,0.09688053,0.120807166,1,Fraud
0,0.009602899,0.004284398,0.011244858,1,Fraud
0.75,0.000244936,0.006138849,0.007221396,1,Fraud
0.25,0.002444825,0.001291615,0,0,No Fraud
0.25,0.083392834,0.044056906,0,0,No Fraud
1,0.01382398,0.007303287,0,0,No Fraud
0,0.00302134,0.016956434,0.022294202,1,Fraud
0,0.000433528,0.076644605,0.092377034,1,Fraud
0.25,0.005303836,0,0,1,Fraud
0.25,0.004144955,0.002189803,0,0,No Fraud
0.75,0.000928016,0,0,1,Fraud
0.75,0.001034388,0.000707359,0.000193332,1,Fraud
1,0.006744801,0,0,1,Fraud
0.25,0.007137537,0,0,1,Fraud
0.25,0.003386409,0.001789059,0,0,No Fraud
0.25,0.006036438,0,0,1,Fraud
0.25,0.002353195,0.001243206,0,0,No Fraud
0.75,0.000122586,0.003453892,0.004072627,1,Fraud
0.75,0.000141194,8.64E-06,0,1,Fraud
1,0.040310259,0.021296137,0,0,No Fraud
1,0.026868005,0.003847032,0,1,Fraud
0.25,0.006207742,0.001755357,0,1,Fraud
1,0.008098937,0.004278714,0,0,No Fraud
0.25,0.003224858,0.001703711,0,0,No Fraud
1,0.317670952,0.198204864,0.036503849,0,No Fraud
1,0.000233811,0.000123523,0,0,No Fraud
1,0.317670952,0.276655461,0.13077587,0,No Fraud
0.75,1.15E-05,0,0,1,Fraud
0.75,0.00016926,0.001861558,0.002129531,1,Fraud
1,0.004636242,0.002449353,0,0,No Fraud
0.25,0.005215017,0.000105983,0,1,Fraud
0.25,0.024393286,0.012887111,0,0,No Fraud
0.75,3.75E-05,2.27E-05,3.47E-06,1,Fraud
0.25,7.09E-05,3.75E-05,0,0,No Fraud
0,0.005696997,0.000190014,0.003845079,1,Fraud
1,0.071597039,0.03782512,0,0,No Fraud
0.25,0.00678111,0.003582499,0,0,No Fraud
0.25,0.002654889,6.92E-05,0,1,Fraud
0.25,0.011489773,0,0,1,Fraud
1,0.011367428,0.006005477,0,0,No Fraud
0,0.006514263,0.126768261,0.156469676,1,Fraud
0,0.003397458,0.000270353,0.002481756,1,Fraud
0.25,0.000224334,0.000184358,7.91E-05,1,Fraud
0.25,0.002859893,0.001510898,0,0,No Fraud
1,0.000546907,0.000288934,0,0,No Fraud
0.25,0.007481538,0.003952539,0,0,No Fraud
0.75,0.000415478,0,0,1,Fraud
0.25,0.027692831,0.014630279,0,0,No Fraud
1,0.027508668,0.014532985,0,0,No Fraud
0.25,0.0085378,0.004510568,0,0,No Fraud
0.25,0.024231389,0.01280158,0,0,No Fraud
0,0.001925055,0.001205034,0.002670181,1,Fraud
1,0.004272592,0.002257235,0,0,No Fraud
0.25,0.172468451,0.091116058,0,0,No Fraud
0.25,0.029891499,0.015791848,0,0,No Fraud
1,0.007558778,0.003993345,0,0,No Fraud
1,0.004202626,0.002220271,0,0,No Fraud
0.25,0.008568298,0.00452668,0,0,No Fraud
0,0.006853261,0.057209166,0.073097552,1,Fraud
0.25,0.010406912,0.000699756,0,1,Fraud
1,0.01405087,0,0,1,Fraud
0.25,0.006073602,4.04E-06,0,1,Fraud
0.75,0.000118002,8.46E-05,2.67E-05,1,Fraud
0.75,0.000313353,0.002269507,0.002528275,1,Fraud
0.25,0.011615124,0.000332583,0,1,Fraud
1,0.015390937,0.008131119,0,0,No Fraud
0,0.008480559,0.13332199,0.165593424,1,Fraud
0.25,0.010412401,0.00550093,0,0,No Fraud
0.25,0.004079466,0.002155205,0,0,No Fraud
0.25,0.001744609,0,0,1,Fraud
0.75,0.001069631,0,0,1,Fraud
0,0.007270727,0.113501813,0.141007976,1,Fraud
1,0.028522892,0.015068805,0,0,No Fraud
0.75,3.46E-05,0,0,1,Fraud
0,0.002409603,0.00041685,0.002030656,1,Fraud
0.75,0.000175111,0.003530668,0.004131542,1,Fraud
0.25,0.005186629,0,0,1,Fraud
1,0.032026893,0,0,1,Fraud
0.75,0.00060184,0.001330461,0.001216702,1,Fraud
1,0.026106293,0,0,1,Fraud
0.75,0.001197383,0.005083524,0.005348578,1,Fraud
1,0.014814891,0.007826791,0,0,No Fraud
0.25,0.00398829,0,0,1,Fraud
1,0.026326055,0.013908204,0,0,No Fraud
0.25,0.052857115,0.027924713,0,0,No Fraud
0.25,0.01324157,0.006995597,0,0,No Fraud
1,0.006276975,0,0,1,Fraud
0.75,0.000176182,0,0,1,Fraud
1,0.032112003,0.016964953,0,0,No Fraud
0.25,0.00736631,6.21E-07,0,1,Fraud
1,0.013309492,0.00703148,0,0,No Fraud
0.75,0.000875276,0,0,1,Fraud
0.25,0.01283915,0.006782995,0,0,No Fraud
0.25,0.001378548,0.001944347,0.001461298,1,Fraud
0.75,0.000501658,0,0,1,Fraud
0.25,0.002320436,2.72E-06,0,1,Fraud
1,0.022947942,0.012123528,0,0,No Fraud
0,0.015483886,0.098108093,0.127723878,1,Fraud
0.75,0.000140505,0.00061747,0.000652799,1,Fraud
0.75,0.000445268,4.86E-05,0,1,Fraud
0.25,0.009425278,0.004979428,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.209041077,0.110437582,0,0,No Fraud
1,0.01962153,0.010366165,0,0,No Fraud
0.25,0.004843221,0.00041883,0,1,Fraud
1,0.001246787,0.000658684,0,0,No Fraud
1,0.015313709,2.45E-06,0,1,Fraud
0.25,0.000869504,0,0,1,Fraud
0,0.004123769,0.000531325,0.003256458,1,Fraud
0.25,0.070854363,0.037432761,0,0,No Fraud
0.75,0.000518721,0,0,1,Fraud
0.25,0.001359312,0.000718132,0,0,No Fraud
0.75,0.000503024,0.000697709,0.000519073,1,Fraud
0.25,0.004268669,0.002722328,0.00056138,1,Fraud
0.25,0.005386376,0.000218644,0,1,Fraud
0.25,0.023766218,0.012555827,0,0,No Fraud
0.25,0.004422305,0.002336329,0,0,No Fraud
0.25,0.032614783,0.017230574,0,0,No Fraud
0.25,0.002226005,0.001176011,0,0,No Fraud
0.5,0.000106179,5.05E-05,0,1,Fraud
0.25,0.003020293,0.003457817,0.002237732,1,Fraud
0.25,0.204139367,0.107847982,0,0,No Fraud
0,0.006488396,0.284118129,0.345536457,1,Fraud
0.25,0.041967231,0.022171526,0,0,No Fraud
1,0.107994652,0.057054185,0,0,No Fraud
1,0.015700716,0.008294777,0,0,No Fraud
0.25,0.119206679,0.062977562,0,0,No Fraud
1,0.004675505,0.000168801,0,1,Fraud
0.75,0.001198087,0,0,1,Fraud
0.25,0.014690784,0.007761224,0,0,No Fraud
1,0.005926705,0.003131112,0,0,No Fraud
1,0.023612852,0.012474803,0,0,No Fraud
0.25,0.000602994,0.000914508,0.000716129,1,Fraud
1,0.010481168,0.00553726,0,0,No Fraud
0.25,0.048468392,0.025606125,0,0,No Fraud
0.25,0.030723657,0.016231482,0,0,No Fraud
1,0.003603911,0.001903966,0,0,No Fraud
0.25,0.029381776,0.015522558,0,0,No Fraud
0,0.002973606,0.00176405,0.00400761,1,Fraud
0.75,0.000921703,1.78E-05,0,1,Fraud
1,0.001144731,0.000604768,0,0,No Fraud
0.75,0.000550486,0.0003374,5.60E-05,1,Fraud
0.25,0.006832821,0.000155341,0,1,Fraud
1,0.005028077,0.002656361,0,0,No Fraud
0.25,0.008118307,0.004288948,0,0,No Fraud
1,0.005537797,0.002925649,0,0,No Fraud
0,0.000698917,0.05415993,0.065526273,1,Fraud
0.25,0.00010763,1.21E-05,0,1,Fraud
0,0.006918142,0.373548863,0.453275845,1,Fraud
1,0.005840231,0,0,1,Fraud
0.25,0.091231873,0.048198314,0,0,No Fraud
0.25,0.27286996,0.144158742,0,0,No Fraud
0.75,0.00044248,4.45E-06,0,1,Fraud
0.25,0.002235837,0.001181206,0,0,No Fraud
0.75,0.000502449,0,0,1,Fraud
0.75,0.001230961,0.000101787,0,1,Fraud
0.75,0.000239418,0,0,1,Fraud
1,0.009425278,0.004979428,0,0,No Fraud
0.75,0.000401548,0,0,1,Fraud
0.25,0.143801651,0.075971225,0,0,No Fraud
0.25,0.004341427,0.002536744,0.000292179,1,Fraud
0.75,0.000450795,0.00538929,0.006189981,1,Fraud
1,0.024009987,0.012684612,0,0,No Fraud
0.25,0.00758784,0.00092587,0,1,Fraud
1,0.012957227,0.001095963,0,1,Fraud
1,0.006997202,0,0,1,Fraud
1,0.003261221,0.001722922,0,0,No Fraud
0,0.000663885,0.069088602,0.083443426,1,Fraud
1,0.002770911,0,0,1,Fraud
0.25,0.139789763,0.073851722,0,0,No Fraud
1,0.027475176,0,0,1,Fraud
0.75,0.000229344,0.00107801,0.001149817,1,Fraud
0,0.002944181,5.15E-06,0.001875308,1,Fraud
0.25,0.008370662,0.000134833,0,1,Fraud
0.25,0.000202859,0.00083625,0.000876115,1,Fraud
0.25,0.066574299,0.035171579,0,0,No Fraud
0,0.00800853,0.003293746,0.009042232,1,Fraud
0.75,0.000557246,0.000217415,0,1,Fraud
0.25,0.006217092,0.003284525,0,0,No Fraud
0.25,0.008208012,0.001214818,0,1,Fraud
0.75,8.38E-05,0.001482489,0.00172827,1,Fraud
0,0.003826213,0.010446241,0.014982049,1,Fraud
0.75,0.000425076,0,0,1,Fraud
1,0.000178659,9.44E-05,0,0,No Fraud
0.75,0.000207324,0,0,1,Fraud
0.25,0.003598357,0.001901033,0,0,No Fraud
1,0.101680717,0.053718498,0,0,No Fraud
0.75,0.000627838,0.001560274,0.001476357,1,Fraud
1,0.002110866,0.001115182,0,0,No Fraud
0.25,0.002297486,0,0,1,Fraud
0.25,0.077874606,0.041141595,0,0,No Fraud
0.25,0.001232074,0.000843467,0.000231388,1,Fraud
0.25,0.024800173,0.013102071,0,0,No Fraud
1,0.035658829,0.018838761,0,0,No Fraud
1,0.007472849,0.003947948,0,0,No Fraud
0.25,0.031076541,0.016417913,0,0,No Fraud
0.75,0.001378734,0.000869715,0.000169823,1,Fraud
0.25,0.000850357,0.000449249,0,0,No Fraud
0.75,0.00069048,0.004448431,0.004907211,1,Fraud
0,0.009687071,0.053812522,0.070814941,1,Fraud
0,0.011855928,0.204454114,0.253213885,1,Fraud
0.25,0.020748727,0.01096167,0,0,No Fraud
0.25,0.011573802,0.006114505,0,0,No Fraud
1,0.003058744,0.001615952,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0,0.00685519,0.000111035,0.004485452,1,Fraud
1,0.002247735,0.001187491,0,0,No Fraud
1,0.000859613,0.000454138,0,0,No Fraud
0.25,0.001685001,0,0,1,Fraud
1,0.072256374,0.038173451,0,0,No Fraud
0.25,0.008972643,0,0,1,Fraud
1,0.000546637,0.000288791,0,0,No Fraud
0.25,0.001112924,0,0,1,Fraud
0,0.000618175,0.117562609,0.141664348,1,Fraud
1,0.009021102,0.004765899,0,0,No Fraud
1,0.230024455,0.12152322,0,0,No Fraud
1,0.010364031,0.005475376,0,0,No Fraud
0.25,0.000342735,0.000181069,0,0,No Fraud
1,0.002320619,0.001225996,0,0,No Fraud
1,0.079380819,0.041937335,0,0,No Fraud
0.25,0.003828804,0,0,1,Fraud
1,0.317670952,0.306583001,0.166739009,0,No Fraud
0.25,0.099135287,0.052373733,0,0,No Fraud
0.25,0.116053914,0.061311939,0,0,No Fraud
0.25,0.004666133,0.000259646,0,1,Fraud
0.75,0.00023353,0.000859645,0.000884757,1,Fraud
0.25,0.009884738,0.003266978,0,1,Fraud
0,0.008003791,0.00013829,0.005247394,1,Fraud
0.25,0.004190438,0,0,1,Fraud
1,0.001155038,0.000610213,0,0,No Fraud
0.75,0.000278487,0.001662934,0.001821507,1,Fraud
0.25,0.003490574,0,0,1,Fraud
0.25,0.173925434,0.09188579,0,0,No Fraud
0,0.000438916,0.112512419,0.135481864,1,Fraud
0.25,0.005522537,0.000670386,0,1,Fraud
0.75,0.000326388,0,0,1,Fraud
1,0.000524622,0.000277161,0,0,No Fraud
1,0.000217437,0.000114873,0,0,No Fraud
0.25,0.008085639,0.004271689,0,0,No Fraud
1,0.000866818,0.000457945,0,0,No Fraud
1,0.000698463,0.000369002,0,0,No Fraud
1,0.317670952,0.230804922,0.075678482,0,No Fraud
0.25,0.001675652,0.001302324,0.000501179,1,Fraud
1,0.019971886,0.01055126,0,0,No Fraud
0,0.005221976,0.000259746,0.003627307,1,Fraud
0.75,0.000609335,0.000889076,0.000681542,1,Fraud
0.25,0.006867384,0.003628078,0,0,No Fraud
0,0.000355556,0.005107926,0.006363786,1,Fraud
0,0.000866625,0.062795286,0.076009624,1,Fraud
0.25,0.012934709,0.003071542,0,1,Fraud
1,0.036844472,0.019465143,0,0,No Fraud
0.25,0.056049517,0.029611277,0,0,No Fraud
0.25,0.022003614,0.011624634,0,0,No Fraud
0.25,0.006243879,0,0,1,Fraud
0.25,0.085267407,0.045047253,0,0,No Fraud
0.25,0.005499984,0.000187262,0,1,Fraud
0.25,0.001778953,0.000194478,0,1,Fraud
1,0.032633075,0.017240238,0,0,No Fraud
1,0.07114118,0.037584288,0,0,No Fraud
0.75,0.00056162,0,0,1,Fraud
0.25,0.008933357,0,0,1,Fraud
0.25,0.005152393,0.002722039,0,0,No Fraud
0.25,0.051441458,0.027176813,0,0,No Fraud
1,0.027042044,0,0,1,Fraud
1,0.028164477,0.014879452,0,0,No Fraud
0.25,0.012086376,0.000221599,0,1,Fraud
1,0.005549182,0.002931664,0,0,No Fraud
0.75,7.66E-06,0,0,1,Fraud
0.25,0.006196139,0.000118922,0,1,Fraud
0.25,0.005661029,0.004933134,0.002334108,1,Fraud
0.75,0.000554571,0,0,1,Fraud
0,0.001997429,0.127906107,0.154969479,1,Fraud
0.25,0.034381783,0.01816409,0,0,No Fraud
0,0.008118943,0.089277841,0.112437155,1,Fraud
0.75,4.83E-05,4.50E-06,0,1,Fraud
0,0.000545027,0.009146192,0.01133675,1,Fraud
0.25,0.010594414,0,0,1,Fraud
0.25,0.00104294,0.000550991,0,0,No Fraud
0.25,0.002777678,0.001467463,0,0,No Fraud
0.25,0.005767162,0.003046824,0,0,No Fraud
0.25,0.008033949,0.001056104,0,1,Fraud
1,0.011866022,0.006268887,0,0,No Fraud
0.75,0.001072848,0.001190165,0.000749091,1,Fraud
1,0.031476665,0.0166293,0,0,No Fraud
0.25,9.65E-05,5.10E-05,0,0,No Fraud
0.25,2.75E-05,0.000727313,0.000856542,1,Fraud
0.25,0.003383916,0.005898584,0.004939891,1,Fraud
0.25,0.118763665,0.062743515,0,0,No Fraud
0.25,0.070576437,0.037285931,0,0,No Fraud
0.25,0.002389391,0,0,1,Fraud
0.25,0.00299983,0.001584827,0,0,No Fraud
0.25,0.004948084,0.002614101,0,0,No Fraud
0.75,0.000395123,0,0,1,Fraud
0.25,0.041509765,0.021929843,0,0,No Fraud
0.25,0.018511484,0.009779722,0,0,No Fraud
1,0.004207197,0.002222686,0,0,No Fraud
0.75,6.09E-05,0.000718857,0.000825174,1,Fraud
0,0.004407635,0.192006926,0.233527871,1,Fraud
0.25,0.00070105,0.003898395,0.004239536,1,Fraud
0.75,0.000317982,0.007123537,0.008358296,1,Fraud
0.75,0.00023594,1.61E-06,0,1,Fraud
0.25,0.045810562,0.024201979,0,0,No Fraud
0,0.000704997,0.105241917,0.126914014,1,Fraud
0.25,0.00173615,0.000917218,0,0,No Fraud
0.25,0.004004606,0.002115656,0,0,No Fraud
0.75,0.000534159,1.06E-06,0,1,Fraud
0.25,0.012325609,0,0,1,Fraud
